<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:16;114 740  ;114 750  ;114 680  ;114 680  ;431;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:17;114 680  ;114 730  ;114 660  ;114 700  ;247;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:18;114 690  ;114 690  ;114 660  ;114 670  ;95;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:19;114 660  ;114 710  ;114 660  ;114 690  ;152;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:20;114 690  ;114 770  ;114 690  ;114 700  ;383;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:21;114 700  ;114 740  ;114 660  ;114 740  ;302;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:22;114 740  ;114 760  ;114 700  ;114 740  ;260;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:23;114 730  ;114 740  ;114 670  ;114 700  ;204;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:24;114 690  ;114 700  ;114 650  ;114 680  ;201;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:25;114 680  ;114 740  ;114 670  ;114 680  ;259;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:26;114 670  ;114 760  ;114 650  ;114 730  ;505;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:27;114 740  ;114 760  ;114 730  ;114 730  ;189;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:28;114 730  ;114 820  ;114 710  ;114 740  ;984;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:29;114 740  ;114 790  ;114 730  ;114 780  ;391;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:30;114 790  ;114 820  ;114 780  ;114 780  ;443;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:31;114 790  ;114 790  ;114 730  ;114 740  ;409;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:32;114 750  ;114 930  ;114 740  ;114 910  ;3036;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:33;114 910  ;114 930  ;114 830  ;114 840  ;937;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:34;114 830  ;114 840  ;114 640  ;114 660  ;1376;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:35;114 660  ;114 660  ;114 520  ;114 560  ;1713;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:36;114 560  ;114 610  ;114 500  ;114 550  ;1033;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:37;114 560  ;114 620  ;114 550  ;114 610  ;784;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:38;114 600  ;114 610  ;114 530  ;114 580  ;523;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:39;114 590  ;114 650  ;114 590  ;114 650  ;420;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:40;114 650  ;114 700  ;114 620  ;114 650  ;668;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:41;114 640  ;114 680  ;114 610  ;114 650  ;386;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:42;114 650  ;114 720  ;114 640  ;114 650  ;774;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:43;114 650  ;114 650  ;114 520  ;114 560  ;1129;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:44;114 570  ;114 580  ;114 460  ;114 490  ;874;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:45;114 470  ;114 530  ;114 410  ;114 410  ;627;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:46;114 410  ;114 530  ;114 400  ;114 500  ;532;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:47;114 490  ;114 510  ;114 450  ;114 500  ;371;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:48;114 500  ;114 500  ;114 420  ;114 430  ;391;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:49;114 420  ;114 430  ;114 360  ;114 410  ;664;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:50;114 420  ;114 420  ;114 320  ;114 370  ;653;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:51;114 390  ;114 420  ;114 360  ;114 400  ;399;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:52;114 390  ;114 450  ;114 320  ;114 340  ;674;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:53;114 330  ;114 360  ;114 180  ;114 190  ;2205;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:54;114 200  ;114 270  ;114 190  ;114 270  ;714;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:55;114 270  ;114 280  ;114 150  ;114 160  ;847;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:56;114 180  ;114 220  ;114 160  ;114 220  ;557;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:57;114 210  ;114 300  ;114 210  ;114 290  ;935;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:58;114 290  ;114 300  ;114 210  ;114 230  ;392;;;;;;
SPFB.RTS-12.18;1;12.10.2018;15:59;114 240  ;114 240  ;114 170  ;114 200  ;467;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:00;114 200  ;114 220  ;114 130  ;114 170  ;952;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:01;114 160  ;114 240  ;114 120  ;114 240  ;944;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:02;114 240  ;114 360  ;114 240  ;114 340  ;892;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:03;114 340  ;114 390  ;114 260  ;114 310  ;950;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:04;114 310  ;114 490  ;114 310  ;114 470  ;1168;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:05;114 460  ;114 470  ;114 400  ;114 420  ;609;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:06;114 430  ;114 440  ;114 340  ;114 370  ;520;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:07;114 380  ;114 400  ;114 350  ;114 380  ;209;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:08;114 380  ;114 390  ;114 320  ;114 350  ;297;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:09;114 340  ;114 450  ;114 330  ;114 420  ;649;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:10;114 400  ;114 540  ;114 380  ;114 530  ;1084;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:11;114 520  ;114 550  ;114 470  ;114 470  ;455;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:12;114 480  ;114 500  ;114 430  ;114 430  ;294;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:13;114 430  ;114 470  ;114 410  ;114 410  ;259;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:14;114 430  ;114 470  ;114 420  ;114 460  ;216;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:15;114 440  ;114 490  ;114 420  ;114 460  ;224;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:16;114 460  ;114 460  ;114 360  ;114 370  ;568;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:17;114 360  ;114 380  ;114 320  ;114 340  ;424;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:18;114 350  ;114 380  ;114 330  ;114 370  ;138;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:19;114 360  ;114 370  ;114 340  ;114 340  ;31;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:20;114 340  ;114 380  ;114 340  ;114 370  ;156;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:21;114 370  ;114 480  ;114 360  ;114 410  ;583;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:22;114 410  ;114 450  ;114 390  ;114 450  ;245;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:23;114 450  ;114 450  ;114 400  ;114 400  ;168;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:24;114 400  ;114 420  ;114 380  ;114 400  ;274;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:25;114 410  ;114 410  ;114 270  ;114 300  ;741;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:26;114 300  ;114 350  ;114 260  ;114 290  ;304;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:27;114 310  ;114 390  ;114 300  ;114 390  ;277;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:28;114 390  ;114 480  ;114 380  ;114 480  ;367;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:29;114 480  ;114 550  ;114 440  ;114 490  ;937;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:30;114 490  ;114 510  ;114 390  ;114 450  ;404;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:31;114 440  ;114 530  ;114 350  ;114 420  ;1419;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:32;114 410  ;114 500  ;114 400  ;114 470  ;830;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:33;114 480  ;114 570  ;114 430  ;114 460  ;1361;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:34;114 450  ;114 580  ;114 450  ;114 530  ;810;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:35;114 520  ;114 520  ;114 290  ;114 290  ;1426;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:36;114 300  ;114 330  ;114 240  ;114 280  ;1181;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:37;114 260  ;114 370  ;114 180  ;114 330  ;1435;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:38;114 320  ;114 400  ;114 290  ;114 390  ;690;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:39;114 360  ;114 410  ;114 320  ;114 360  ;749;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:40;114 350  ;114 380  ;114 210  ;114 210  ;1108;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:41;114 230  ;114 320  ;114 220  ;114 270  ;540;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:42;114 280  ;114 300  ;114 140  ;114 140  ;1091;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:43;114 140  ;114 240  ;113 960  ;113 980  ;3035;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:44;113 960  ;114 030  ;113 940  ;113 960  ;2135;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:45;113 960  ;114 010  ;113 810  ;113 890  ;2490;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:46;113 890  ;114 050  ;113 870  ;114 010  ;1860;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:47;114 000  ;114 020  ;113 920  ;113 930  ;1939;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:48;113 930  ;114 000  ;113 910  ;113 970  ;1089;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:49;113 960  ;114 040  ;113 930  ;114 010  ;718;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:50;114 020  ;114 120  ;113 980  ;114 120  ;1100;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:51;114 110  ;114 130  ;114 020  ;114 030  ;595;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:52;114 030  ;114 050  ;113 930  ;113 950  ;738;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:53;113 970  ;114 080  ;113 940  ;114 080  ;463;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:54;114 070  ;114 110  ;113 940  ;114 110  ;870;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:55;114 100  ;114 240  ;114 060  ;114 220  ;1257;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:56;114 220  ;114 310  ;114 200  ;114 220  ;1220;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:57;114 240  ;114 240  ;114 150  ;114 180  ;929;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:58;114 180  ;114 220  ;114 120  ;114 140  ;468;;;;;;
SPFB.RTS-12.18;1;12.10.2018;16:59;114 140  ;114 180  ;114 090  ;114 110  ;445;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:00;114 110  ;114 180  ;114 100  ;114 170  ;337;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:01;114 170  ;114 170  ;113 970  ;113 990  ;1082;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:02;113 980  ;114 170  ;113 970  ;114 130  ;858;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:03;114 120  ;114 150  ;114 050  ;114 140  ;509;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:04;114 140  ;114 280  ;114 120  ;114 190  ;1052;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:05;114 190  ;114 260  ;114 140  ;114 230  ;531;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:06;114 240  ;114 240  ;114 070  ;114 110  ;584;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:07;114 100  ;114 130  ;114 040  ;114 080  ;514;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:08;114 080  ;114 130  ;114 030  ;114 030  ;605;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:09;114 040  ;114 110  ;114 030  ;114 080  ;363;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:10;114 080  ;114 130  ;114 020  ;114 100  ;847;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:11;114 090  ;114 090  ;113 990  ;114 000  ;572;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:12;114 010  ;114 070  ;113 930  ;114 060  ;906;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:13;114 050  ;114 130  ;114 020  ;114 100  ;931;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:14;114 110  ;114 150  ;114 070  ;114 100  ;432;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:15;114 110  ;114 120  ;114 010  ;114 020  ;807;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:16;114 010  ;114 050  ;113 910  ;113 910  ;957;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:17;113 920  ;113 950  ;113 760  ;113 770  ;1441;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:18;113 770  ;113 840  ;113 750  ;113 810  ;1515;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:19;113 820  ;113 830  ;113 760  ;113 790  ;810;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:20;113 780  ;113 790  ;113 740  ;113 760  ;808;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:21;113 770  ;113 800  ;113 710  ;113 800  ;1654;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:22;113 790  ;113 790  ;113 690  ;113 750  ;883;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:23;113 750  ;113 880  ;113 750  ;113 840  ;1166;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:24;113 850  ;113 880  ;113 780  ;113 820  ;550;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:25;113 820  ;113 850  ;113 660  ;113 690  ;1534;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:26;113 680  ;113 690  ;113 590  ;113 590  ;1705;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:27;113 590  ;113 630  ;113 550  ;113 590  ;2249;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:28;113 600  ;113 690  ;113 570  ;113 680  ;986;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:29;113 680  ;113 750  ;113 670  ;113 710  ;1176;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:30;113 690  ;113 780  ;113 660  ;113 660  ;1101;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:31;113 660  ;113 750  ;113 600  ;113 720  ;1570;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:32;113 720  ;113 730  ;113 560  ;113 560  ;641;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:33;113 560  ;113 660  ;113 540  ;113 650  ;900;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:34;113 650  ;113 650  ;113 580  ;113 610  ;416;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:35;113 610  ;113 740  ;113 610  ;113 680  ;671;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:36;113 680  ;113 810  ;113 680  ;113 800  ;927;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:37;113 800  ;113 860  ;113 760  ;113 850  ;1357;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:38;113 860  ;113 870  ;113 800  ;113 840  ;604;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:39;113 840  ;113 900  ;113 790  ;113 810  ;693;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:40;113 810  ;113 840  ;113 750  ;113 800  ;466;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:41;113 810  ;113 850  ;113 760  ;113 810  ;307;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:42;113 790  ;113 860  ;113 770  ;113 810  ;763;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:43;113 790  ;113 840  ;113 720  ;113 780  ;859;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:44;113 790  ;113 940  ;113 790  ;113 910  ;989;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:45;113 900  ;113 970  ;113 890  ;113 960  ;473;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:46;113 970  ;113 970  ;113 860  ;113 910  ;1053;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:47;113 900  ;114 070  ;113 880  ;114 050  ;1182;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:48;114 040  ;114 070  ;113 970  ;114 000  ;562;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:49;114 000  ;114 030  ;113 910  ;113 920  ;646;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:50;113 910  ;113 940  ;113 850  ;113 890  ;868;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:51;113 890  ;114 140  ;113 890  ;114 100  ;1652;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:52;114 110  ;114 120  ;114 010  ;114 070  ;989;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:53;114 070  ;114 140  ;114 000  ;114 010  ;639;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:54;114 000  ;114 090  ;114 000  ;114 090  ;561;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:55;114 090  ;114 160  ;114 040  ;114 140  ;1068;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:56;114 130  ;114 150  ;114 080  ;114 110  ;397;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:57;114 140  ;114 190  ;114 100  ;114 160  ;958;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:58;114 180  ;114 220  ;114 160  ;114 160  ;924;;;;;;
SPFB.RTS-12.18;1;12.10.2018;17:59;114 150  ;114 190  ;114 140  ;114 170  ;448;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:00;114 170  ;114 250  ;114 170  ;114 210  ;1022;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:01;114 220  ;114 260  ;114 190  ;114 230  ;1193;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:02;114 240  ;114 350  ;114 240  ;114 280  ;1446;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:03;114 280  ;114 320  ;114 240  ;114 300  ;733;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:04;114 310  ;114 340  ;114 250  ;114 250  ;508;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:05;114 250  ;114 260  ;114 120  ;114 160  ;1021;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:06;114 150  ;114 180  ;114 080  ;114 150  ;760;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:07;114 130  ;114 180  ;114 120  ;114 170  ;236;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:08;114 160  ;114 170  ;114 100  ;114 140  ;267;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:09;114 150  ;114 160  ;114 090  ;114 150  ;463;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:10;114 150  ;114 190  ;114 130  ;114 130  ;430;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:11;114 140  ;114 220  ;114 130  ;114 160  ;708;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:12;114 150  ;114 230  ;114 140  ;114 230  ;585;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:13;114 230  ;114 250  ;114 180  ;114 180  ;381;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:14;114 190  ;114 260  ;114 170  ;114 250  ;360;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:15;114 240  ;114 280  ;114 230  ;114 270  ;389;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:16;114 280  ;114 290  ;114 220  ;114 250  ;408;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:17;114 230  ;114 300  ;114 210  ;114 240  ;470;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:18;114 250  ;114 250  ;114 200  ;114 210  ;462;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:19;114 200  ;114 240  ;114 140  ;114 150  ;567;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:20;114 150  ;114 160  ;114 100  ;114 100  ;634;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:21;114 110  ;114 170  ;114 100  ;114 120  ;521;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:22;114 130  ;114 170  ;114 120  ;114 120  ;232;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:23;114 120  ;114 130  ;114 090  ;114 100  ;317;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:24;114 100  ;114 120  ;114 060  ;114 120  ;579;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:25;114 110  ;114 160  ;114 090  ;114 150  ;432;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:26;114 160  ;114 250  ;114 130  ;114 210  ;709;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:27;114 200  ;114 210  ;114 130  ;114 140  ;384;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:28;114 120  ;114 160  ;114 120  ;114 140  ;173;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:29;114 140  ;114 150  ;114 120  ;114 140  ;250;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:30;114 140  ;114 230  ;114 090  ;114 180  ;592;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:31;114 180  ;114 180  ;114 080  ;114 130  ;981;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:32;114 130  ;114 250  ;114 130  ;114 240  ;894;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:33;114 240  ;114 250  ;114 200  ;114 230  ;145;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:34;114 220  ;114 390  ;114 170  ;114 390  ;1315;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:35;114 380  ;114 570  ;114 350  ;114 550  ;3544;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:36;114 550  ;114 580  ;114 420  ;114 430  ;2133;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:37;114 440  ;114 490  ;114 380  ;114 400  ;1166;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:38;114 400  ;114 450  ;114 270  ;114 280  ;1034;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:39;114 280  ;114 310  ;114 210  ;114 260  ;1033;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:40;114 260  ;114 290  ;114 190  ;114 200  ;456;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:41;114 190  ;114 300  ;114 190  ;114 230  ;783;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:42;114 210  ;114 250  ;114 090  ;114 130  ;905;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:43;114 130  ;114 150  ;114 010  ;114 060  ;1163;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:44;114 050  ;114 100  ;114 040  ;114 070  ;482;;;;;;
SPFB.RTS-12.18;1;12.10.2018;18:45;114 060  ;114 130  ;114 020  ;114 130  ;950;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:01;114 050  ;114 180  ;113 870  ;113 930  ;2032;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:02;113 930  ;113 930  ;113 820  ;113 820  ;994;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:03;113 820  ;113 870  ;113 810  ;113 850  ;718;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:04;113 860  ;113 880  ;113 760  ;113 760  ;1844;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:05;113 760  ;113 830  ;113 740  ;113 810  ;612;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:06;113 800  ;113 820  ;113 750  ;113 780  ;420;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:07;113 780  ;113 810  ;113 680  ;113 680  ;485;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:08;113 680  ;113 860  ;113 680  ;113 860  ;1082;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:09;113 850  ;113 920  ;113 790  ;113 820  ;2757;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:10;113 820  ;113 820  ;113 690  ;113 780  ;991;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:11;113 770  ;113 880  ;113 740  ;113 830  ;694;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:12;113 840  ;113 860  ;113 760  ;113 790  ;468;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:13;113 790  ;113 940  ;113 790  ;113 940  ;343;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:14;113 940  ;114 080  ;113 940  ;113 980  ;1480;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:15;113 980  ;114 030  ;113 970  ;114 000  ;390;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:16;113 990  ;113 990  ;113 920  ;113 970  ;523;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:17;113 960  ;114 000  ;113 900  ;113 910  ;256;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:18;113 900  ;113 930  ;113 850  ;113 920  ;558;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:19;113 920  ;113 930  ;113 830  ;113 840  ;202;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:20;113 870  ;113 880  ;113 780  ;113 860  ;414;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:21;113 850  ;113 870  ;113 790  ;113 810  ;177;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:22;113 810  ;113 850  ;113 750  ;113 790  ;325;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:23;113 780  ;113 780  ;113 720  ;113 750  ;457;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:24;113 750  ;113 870  ;113 740  ;113 870  ;335;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:25;113 870  ;113 870  ;113 800  ;113 810  ;231;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:26;113 840  ;113 840  ;113 750  ;113 770  ;253;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:27;113 770  ;113 790  ;113 660  ;113 680  ;537;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:28;113 690  ;113 690  ;113 620  ;113 640  ;553;;;;;;
SPFB.RTS-12.18;1;12.10.2018;19:29;113 630  ;113 690  ;113 600  ;113 620  ;449;;;;;;
